Q383515	American astronaut
Q317724	American professional wrestling commentator, professional wrestling referee, and restaurateur
Q720664	American linguist
Q40054	English television and radio presenter
Q4131328	Indonesian singer and actress
Q53003	Italian film director (1906–1977)
Q236596	English poet (1830–1894)
Q186748	English poet, illustrator, painter, and translator (1828-1882)
Q719428	Pre-Raphaelite writer and critic (1829-1919)
Q322953	Italian architect (1931-1997)
Q993725	Italian experimental physicist (1905–1993)
Q178628	Italian footballer (1956–2020)
Q169814	Italian motorcycle racer
Q30942	Dutch programmer and creator of Python
Q202749	French poet and dramatist (1868–1918)
Q43137	Ukrainian singer, songwriter and actress
Q28542	American economist, professor
Q78509	Austrian novelist and journalist (1894–1939)
Q187019	American novelist (1933–2018)
Q297079	American economist (1926–1995)
Q336483	British newspaper publisher and Viscount (1868-1940)
Q160149	American painter of Latvian-Jewish descent (1903–1970)
Q76988	German banker (1744–1812)
Q696052	American mobster (1882–1928)
Q313923	American economist
Q348144	President of Iran from 2013 to 2021
Q74594	Pioneering broadcast journalist, on radio and television (1911–1999)
Q178552	American actor and former boxer
Q218270	6th President of FIFA (1895–1986)
Q242201	American former mixed martial arts (MMA) fighter, professional wrestler, and judoka
Q40722	36th President of Brazil (2011-2016), 3rd President of the New Development Bank (BRICS)
Q487882	Greek singer (1946–2015)
Q311135	American political consultant and policy advisor
Q1382306	English poet, writer (1674-1718)
Q229258	American actress (1930–2024)
Q271905	American woman captured by Native Americans during King Philip's War
Q34660	British author and philanthropist (born 1965)
Q223419	President of the Philippines from 1946 to 1948
Q212801	Indian novelist, essayist, and activist
Q55405	Indian film director (1909–1966)
Q1116827	French mathematician and academic
Q2763244	Indian actress (1930–2004)
Q357502	Canadian ice hockey player and coach
Q335269	Indian religious, social, and educational reformer, and humanitarian
Q448393	American pornographic filmmaker (1950–2015)
Q516276	English engineer, car designer, co-founder of Rolls-Royce
Q471260	American philosopher (1855–1916)
Q1745380	American football executive, NFL commissioner (1926-1996)
Q319396	Hungarian-American composer (1907–1995)
Q254196	Chinese silent film actress
Q1193377	President of Iraq (1904-1965)
Q187199	Italian particle physicist
Q449028	British writer (1923–2004)
Q186089	Hungarian inventor (born 1944)
Q587361	American music producer (born 1963)
Q234888	American astronomer and physicist (1928-2016)
Q941040	Italian opera singer (1794-1854)
Q241599	Polish-American businesswoman, art collector, and philanthropist
Q237149	Russian actress and dancer
Q1349488	Dominican diplomat, playboy, polo player and racecar driver (1909–1965)
Q838	medieval Russian artist (1360s-1428)
Q43135	26th Prime Minister of Australia
Q346491	French sculptor (1784-1855)
Q1159454	French-born American author, composer, and humanistic astrologer (1895–1985)
Q2005569	Croatian water polo player and coach
Q450235	American mathematician (1924–2013)
Q461529	American film producer
Q1659	Kenyan middle distance runner
Q150586	Holy Roman Emperor, King of Hungary and Croatia, King of Bohemia and Archduke of Austria (1552-1612)
Q76956	count of Habsburg, king of Germany (1218–1291)
Q232933	American actress
Q714574	Italian opera singer (1877-1953)
Q192138	President of Kosovo (1944-2006)
Q60876	German actor (1902–1994)
Q213612	Dutch painter and engraver (1628-1682)
Q2415420	American true crime writer (1931–2015)
Q200661	Mexican writer (1917–1986)
Q184650	American politician and diplomat (1932–2021)
Q215339	Finland’s national poet, author of Finland’s national anthem, Swedish-speaking writer and poet (1804–77)
Q714880	American writer (1880–1946)
Q705715	American drag performer, actor, and musician
Q76930	English-German aristocrat, army officer, admiral, scientist, and colonial administrator (1619–1682)
Q7990	Varangian chieftain (c. 830-879)
Q203871	Canadian rock band
Q166272	Australian actor (born 1951)
Q219354	Welsh association football player and manager (born 1961)
Q401467	Pakistani playback singer
Q71022	German physicist (1906–1988)
Q179126	English writer and art critic (1819–1900)
Q368072	Russian-Soviet singer (1900-1973)
Q242185	American basketball player (1934–2022)
Q313456	Founder of the Bible Student movement (1852–1916)
Q273159	American astronomer (1877–1957)
Q217033	American actress (1921–2011)
Q157259	Prime Minister of the United Kingdom, 1846–1852 and 1865–1866 (1792–1878)
Q233854	American actress (1907–1976)
Q1930248	American businessman (1809–1885)
Q370747	American journalist (1950–2008)
Q2853003	American film and television directors
Q725318	American writer (1946–1990)
Q132984	Georgian poet
Q187930	American civil rights activist (1912–1987)
Q918599	French poet
Q334839	American lawyer, Watch Tower Society president (1869–1942)
Q230143	British actress (1892–1972)
Q57792	Secretary General of NATO since 2024 and former Prime Minister of the Netherlands (2010–2024)
Q234385	Dutch artist (1664–1750)
Q463975	Irish American journalist (1920–1974)
Q721948	American baseball player (born 1947)
Q381944	Soviet and Russian film director (1927–2015)
Q732583	Belgian-Australian writer, sinologist and essayist
Q101797	American actress
Q5347788	Canadian educator and Methodist minister (1803–1882)
Q294339	Premier of Russia and the Soviet Union (1881-1938)
Q324572	English actor, playwright and theatre director
Q313386	British philosopher
Q190766	English radio astronomer (1918–1984)
Q323516	American activist and entertainer (1895-1985)
Q490020	Korean independence activist (1902-1920)
Q491542	South Korean musical group; girl band
Q533367	Taiwanese girl group
Q713421	Burmese mobster (1934-2007)
Q238514	Egyptian feminist writer (1931–2021)
Q328748	rabbi, translator, Jewish philosopher and theologian (0882-0942) active during the Abbasid Caliphate in Egypt and Irak
Q43330	Georgian-Ukrainian politician, former President of Georgia, former Governor of Odesa
Q241432	Finnish composer (1952–2023)
Q167073	American architect (1910–1961)
Q1066012	British businessman (born 1943)
Q336777	British businessman, politician (born 1946)
Q2361877	Platian general (1759-1828)
Q124745907	The founder of the Ismaili state of Alamut and the Imam of the Nizari Ismailis (1081–1124)
Q70894	American football coach
Q186630	Argentine writer, painter and physicist (1911-2011)
Q449487	American medical scientist (1871–1953)
Q297750	Lithuanian basketball player and executive
Q2210108	Pakistani musical band
Q238960	Native American woman & companion to Lewis and Clark at age 16
Q294259	Italian association football manager
Q833926	Italian American anarchist duo executed by Massachusetts
Q78474	Austrian author (1836–1895)
Q24284687	American neurosurgeon (1879 - 1958)
Q319189	American economist (born 1954)
Q57074	Jewish German poet and playwright (1891-1970)
Q375988	American businessman (1851-1935)
Q258662	British neurologist and writer (1933–2015)
Q332806	British Army general (1716-1785)
Q658182	British band
Q216826	Iraqi Shia scholar, politician and militia leader (born 1974)
Q1145757	companion of Muhammad
Q472372	Iranian taekwondo practitioner
Q383015	Argentine politician, president of Argentina (1851-1914)
Q372074	Ecuadorian revolutionary heroine (1797-1856)
Q684673	Austrian physician (1924-2003)
Q1646	French writer (1935-2004)
Q3453498	American financier and congressman for New York (1816–1906)
Q377898	Bengali Astrophysicist (1893–1956)
Q379972	ca. 1499-1590, Spanish mesoamericanist, evangelizador, fraile franciscano, misionero
Q345300	American anthropologist (1930-2021)
Q260440	Indian saint
Q851766	Sanshikan of Ryukyu; Regent, instructor, and advisor to King Shō Kei (1682-1761)
Q879869	Sultan of Muscat and Oman (1910-1972)
Q1704432	Omani imam
Q1395448	Indian singer and actor (1904–1947)
Q310462	samurai of the Satsuma domain, supreme commander of Japanese army, one of the three great nobles who led the Meiji Restoration (1828-1877)
Q224689	Japanese poet
Q543198	American model and burlesque performer (1918-1999)
Q2908	French writer and aviator (1900–1944)
Q168704	plastician, painter and sculptor (1930–2002)
Q770625	American artist (1848–1907)
Q726953	French virtuoso violinist, composer, conductor, and fencing master
Q27764	Philosopher, military and political leader (1767-1794)
Q711323	French ballet dancer (1821–1870)
Q150445	French composer, organist, conductor and pianist (1835–1921)
Q82934	French early socialist theorist (1760-1825)
Q228928	American actress (born 1924)
Q1063392	French literary critic (1804–1869)
Q467027	American musician
Q1419967	British critic and literary historian (1845–1933)
Q6442803	Thai journalist, novelist, political activist
Q313452	Russian wrestler, politician (1975–2025)
Q312525	Japanese video game designer (born 1962)
Q378450	Japanese samurai and politician (1836–1867)
Q313081	Japanese singer and actor (1941-1985)
Q235216	Japanese actress, voice actress and singer
Q316190	Canadian ice hockey player
Q1906721	Japanese video game designer (born 1970)
Q1354960	Egyptian association football player (born 1992)
Q28189	theoretical physicist, and Nobel Prize in Physics recipient
Q3481156	Egyptian film director (1930–1986)
Q241944	French general (1899–1984)
Q356208	Swedish figure skater (1877–1949)
Q1375979	painter from Indonesia (1811-1880)
Q358158	Brazilian photographer (1944–2025)
Q51088	Italian composer and teacher (1750–1825)
Q561434	Sudanese novelist and short story writer (1929–2009)
Q315633	60th President of Mexico
Q79904	American author (1919–2010)
Q1273067	American Senator and journalist (1925–2004)
Q962412	French theatre director (1851-1897)
Q243705	British politician and prime minister (1830-1903)
Q57438	4th President of Senegal, formerly Prime Minister
Q317752	President of North Yemen from 1962 to 1967
Q433519	French ballet dancer
Q7170	Roman historian and politician (86 BC - c. 35 BC)
Q367825	King of Saudi Arabia since 2015
Q557378	companion of Muhammad; first Persian convert to Islam
Q739746	Swedish ice hockey player (1951–2022)
Q7405392	Singapore-Malaysian singer and actress (1935-1983)
Q294144	Filipino actress and singer (born 1971)
Q541570	Monarch of Tonga (1918-1965)
Q78925	Austrian–Australian–American astrophysicist (1924–2008)
Q1545961	American hip-hop group
Q163747	Austro-Hungarian author and critic in Vienna (1869–1945)
Q211785	Russian writer, journalist, plawright and satirist
Q6090102	American art historian (born 1951)
Q57994	Grand Master of the Teutonic Knights (1170-1239)
Q307497	16th-century Persian painter (1500–1593)
Q171166	IOC president 1980–2001
Q2617109	Congolese painter (born 1956)
Q7366168	Iranian actress
Q369270	Italian-born American professional wrestler (1935-2018)
Q365427	President of Colombia
Q9446	American tennis player (born 1971)
Q270740	Tsar of Bulgaria from 997 to 1014
Q336224	British entrepreneur and politician (1853-1927)
Q13530038	British politician (1855-1934)
Q15118973	Turkish geneticist; Nobel Prize in Chemistry 2015
Q128998	Peruvian politician (1889-1933)
Q379645	President of Bolivia
Q188080	Spanish tennis player
Q487155	Mexican footballer and manager
Q6070218	Prime Minister of Spain since 2018
Q296652	King of Pamplona and ruler of Aragon from 1004 to 1035
Q318258	King of Navarre
Q318272	King of Navarre, last of a native dinasty
Q3816	French novelist and memoirist (1804–1876)
Q358253	American astronomer (1926–2010)
Q234653	American technology executive, activist, and author
Q193608	American writer and editor (1878–1967)
